id,conversation_id,message,context,intent,label_source,categories,difficulty,expected_escalation,escalation_reason,required_evidence,labeler_notes,historical_resolution_sample
golden_050,AmazonHelp_474308,How can @115830 say payment is declined when the money came out my account the day before? Like I can actually see the funds have left my bank.,,delivery_not_received,manual_primary_labeler_review,"rare,high_risk",medium,False,,"Tracking/carrier shows the package as delivered (or a delivery attempt was made), but the customer says they did not actually receive it -- distinct from delivery_delay because there is no further ""in transit"" status to check; this typically requires an investigation/claim rather than just waiting.",[corrected to 'delivery_not_received' during manual primary-labeler review],"@227893 Okay, thanks for that info! Was this an order that you attempted to cancel before it shipped? If so, you can refuse the delivery and the item will be returned to us. A refund will be issued on"
golden_051,AmazonHelp_467533,"Did not receive order no. 405-6021334-3005910. Received sms, item delivered to me &amp; signed by me! @118919",,general_other,classifier_fallback,"medium,ood,high_risk",hard,True,High-risk intent (general_other),"Does not clearly fit another category -- includes promotional/ off-topic mentions, ambiguous one-line messages, multi-topic messages, and messages that need more context than the root message alone provides. This is the deliberate ""I'm not sure"" bucket rather than forcing a low-confidence fit into another intent; it should route toward escalation/abstention, not toward a guessed intent.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],@226259 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. 2/2 ^CB
golden_052,AmazonHelp_181281,Our @115821 Dot was delivered today...and thanks to shoddy mailbox keys (the package key they left in our box does NOT work) it's going to sit in below freezing temps in the box until probably Monday when @118706 gets back into their office. Hope it survives....@123967 ideas?,,content_availability_inquiry,classifier_fallback,medium,easy,False,,"Question about whether specific content (a show, movie, season, or book) is available, in what region, or when it will be released -- a Prime Video / Kindle catalog question, not a technical bug report.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],@158567 I am so sorry your Dot is sitting under below freezing weather. Please let us know if you are able to retrieve your echo on Monday. Keep us posted. ^CC
golden_053,AmazonHelp_93651,"@115830 Hi, how can I return a faulty item after a month? I have an @5516 in-ear mic that doesn't record and it's costing me my job and my sanity. Thanks.",,general_other,classifier_fallback,"medium,ood,high_risk",hard,True,High-risk intent (general_other),"Does not clearly fit another category -- includes promotional/ off-topic mentions, ambiguous one-line messages, multi-topic messages, and messages that need more context than the root message alone provides. This is the deliberate ""I'm not sure"" bucket rather than forcing a low-confidence fit into another intent; it should route toward escalation/abstention, not toward a guessed intent.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],@136297 Oh no! Please reach out to us here via phone or chat: https://t.co/hApLpMlfHN so we can look into options with you! We'd like to help! ^ZW
golden_054,AmazonHelp_352913,"@AmazonHelp Sir, how you can send me subscription item on one time purchase rate, after numerous reminders in these 2 days your side response is pathetic. After subscribing, rarely i see the amount of subscribed product you send.",,account_access_issue,manual_primary_labeler_review,"medium,ood,high_risk",hard,True,High-risk intent (account_access_issue),"Customer is locked out of their account, believes it was hacked, or had account details (email, region) changed without their action. Security-sensitive.",[corrected to 'account_access_issue' during manual primary-labeler review],"@199910 Thank you for sharing your details, we'll get back to you soon. ^SU"
golden_055,AmazonHelp_537501,"@AmazonHelp @115830 @24466 I pre-ordered this in January, released in October, told I would get it in November, but am still waiting, with no estimated delivery date (but other UK sellers have it) https://t.co/s429TDUsk9",,prime_membership_issue,classifier_fallback,medium,easy,False,,"Question or complaint specifically about Prime membership itself -- signup, billing, benefits, or Prime's delivery-speed promise as a membership-value issue (distinct from a one-off delivery_delay).",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@244590 I'm sorry to hear you haven't received your order, Dave. Have you received any emails with updated availability information? What is the current status of the order? You can find that informat"
golden_056,AmazonHelp_91509,"@115850 @115851 @4773 __email__,Reg Mob-9717597841.I have placed an order on Amazon.in on 21NOV. Order ID-4__credit_card__.Not received order Still.Estimated Delivery Date of Order was 27Nov &amp;Today is30Nov.I need token of Apology of Rs1000 in AmazonPayBal https://t.co/EarpjMSZBi",,prime_membership_issue,classifier_fallback,medium,easy,False,,"Question or complaint specifically about Prime membership itself -- signup, billing, benefits, or Prime's delivery-speed promise as a membership-value issue (distinct from a one-off delivery_delay).",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@135838 Apologies! We'd like to assist you with this issue. Kindly drop your details here: https://t.co/beaaDm0muc and we'll contact you soon. Please don't provide your order details, we consider it t"
golden_057,AmazonHelp_464379,"Enough of I am sorry @115821, a classic trademark of perverse organizational dynamics @115821. FULL REFUND IS THE ONLY ANSWER WHEN A SELLER DELIBERATELY SENDS A DAMAGED ITEM AND ACKNOWLEDGES IT ON THE SALES SLIP. CHECK 112-28550003-9905044. SHAME https://t.co/sciqR2C6om",,prime_membership_issue,manual_primary_labeler_review,"medium,multi_intent,noisy,ood,high_risk",hard,True,Out-of-distribution / low retrieval confidence,"Question or complaint specifically about Prime membership itself -- signup, billing, benefits, or Prime's delivery-speed promise as a membership-value issue (distinct from a one-off delivery_delay).",[corrected to 'prime_membership_issue' during manual primary-labeler review],"@224929 If the order is fulfilled by a third-party seller on the site, contact the seller for the quickest resolution. If you don't receive a response from the seller within 2 business days, learn mor"
golden_058,AmazonHelp_2821588,"Hey @115821 and @118706, Thatnks for delivering my package to the side of my driveway nowhere near my mailbox of my door. It was really fun looking for it in the middle of the night....DO BETTER. It looks like someone just literally tossed it in my lawn. WTF",,content_availability_inquiry,classifier_fallback,medium,easy,False,,"Question about whether specific content (a show, movie, season, or book) is available, in what region, or when it will be released -- a Prime Video / Kindle catalog question, not a technical bug report.",[corrected to 'content_availability_inquiry' during manual primary-labeler review],@641349 I'm really sorry to hear that. Was everything okay with the parcel?^MA
golden_059,AmazonHelp_2815488,Why did amazon take a picture of my package on my doorstep after they delivered it? Is that a thing now? ..,,content_availability_inquiry,classifier_fallback,medium,easy,False,,"Question about whether specific content (a show, movie, season, or book) is available, in what region, or when it will be released -- a Prime Video / Kindle catalog question, not a technical bug report.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@784928 When a package is delivered by out delivery team, you may receive a picture letting you know that your package was delivered, and where it was left at. You can learn more about this by clickin"
golden_060,AmazonHelp_499976,@117795 Can you get your UK counterparts to stop being the funny guys.  Why would a refund for an item not be the full amount I paid for it?,,cancellation_or_refund_request,manual_primary_labeler_review,"medium,ood,high_risk",hard,True,High-risk intent (cancellation_or_refund_request),"Customer explicitly wants to cancel an order, or is requesting or following up on a refund (including refund amount/timeline disputes). Financial-action intent.",[corrected to 'cancellation_or_refund_request' during manual primary-labeler review],"@234420 Oh no!  I'm sorry to hear that, Joe!  This should lend some insight: https://t.co/QjQO9Oh6hL.  Thank you! ^WB"
golden_061,AmazonHelp_2981065,"My kindle was supposed to come today. It didn’t. I checked the tracking and now it says “on the way” and “Now expected November 30 - December 2.” Why even have prime, @115821? This is my 2nd late package this week.",,customer_service_complaint,manual_primary_labeler_review,medium,easy,True,High-risk intent (customer_service_complaint),"General dissatisfaction or venting about support quality itself (""worst customer service"", ""pathetic"") without a distinct, actionable request beyond ""fix this."" High escalation risk because there is often no single retrievable resolution -- the underlying issue is usually one of the other intents, expressed as a complaint about *how* it was (mis)handled.",[corrected to 'customer_service_complaint' during manual primary-labeler review],@739330 I'm sorry your order is delayed! Who is the carrier for your package? ^QJ
golden_062,AmazonHelp_1271648,Dear @1107 @115821@AmazonHelp @115850 am I wrong in asking refund for this? #nokiascam #scamdeal #amazonscam #NewsAlert #news #harassment https://t.co/DSokF3IqDu,,app_or_device_technical_issue,classifier_fallback,medium,easy,False,,"Technical bug or malfunction in an Amazon app, Kindle, Alexa/Echo, or Fire TV -- not an order/delivery issue at all.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@220245 I understand your issue with the returns, call us here: https://t.co/vlvfJr4nN9 &amp; we'll help you with the available options. ^MJ"
golden_063,AmazonHelp_1548366,"Remember when @115821 got upset when @115817 and @81 missed deliveries?  So Amazon set up their own logistics?  Yea, @115821 missed today’s delivery and is only giving a date range for next attempt. I miss @115817 and @81.",,delivery_not_received,manual_primary_labeler_review,"medium,ood",hard,True,Out-of-distribution / low retrieval confidence,"Tracking/carrier shows the package as delivered (or a delivery attempt was made), but the customer says they did not actually receive it -- distinct from delivery_delay because there is no further ""in transit"" status to check; this typically requires an investigation/claim rather than just waiting.",[corrected to 'delivery_not_received' during manual primary-labeler review],@479333 I'm sorry for the wait! What's the most up to date tracking information shown here: https://t.co/Y5jpI9gRhE? ^DW
golden_064,AmazonHelp_526184,"@115850 @115821 @AmazonHelp @115821 Order # 402-0726587-9868359. It's been 18 days, haven't recvd item so far. Why so late? When will I receive product? Today is last expected day to deliver.",,general_other,classifier_fallback,"medium,ambiguous,multi_intent,ood,high_risk",hard,True,High-risk intent (general_other),"Does not clearly fit another category -- includes promotional/ off-topic mentions, ambiguous one-line messages, multi-topic messages, and messages that need more context than the root message alone provides. This is the deliberate ""I'm not sure"" bucket rather than forcing a low-confidence fit into another intent; it should route toward escalation/abstention, not toward a guessed intent.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@241744 I'm sorry we'll not be able to access your account here, Amit. Kindly fill in your details here: https://t.co/beaaDlIL5C and we'll get in touch with you with an update. ^AU"
golden_065,AmazonHelp_75961,@AmazonHelp The item doesn't appear on that page 😬,,return_or_replacement_request,manual_primary_labeler_review,"medium,ood,high_risk",hard,True,Out-of-distribution / low retrieval confidence,"Customer received a wrong, damaged, defective, or counterfeit product and wants a return, replacement, or exchange (as opposed to simply wanting money back, though these can overlap).",[corrected to 'return_or_replacement_request' during manual primary-labeler review],@133002 No problem - glad to help :-) ^TD
golden_066,AmazonHelp_471592,"Can I cancel the order of my recently ordered Redmi 4A @115850..  Payment is already done, would I get my refund?",,delivery_not_received,manual_primary_labeler_review,medium,easy,False,,"Tracking/carrier shows the package as delivered (or a delivery attempt was made), but the customer says they did not actually receive it -- distinct from delivery_delay because there is no further ""in transit"" status to check; this typically requires an investigation/claim rather than just waiting.",[corrected to 'delivery_not_received' during manual primary-labeler review],@227293 I understand you're concerned regarding the refund. Please share your details here: https://t.co/GIJyeY99fq through the related account and we will help you. ^AH
golden_067,AmazonHelp_2830766,@115830 come back and deliver my package I've been here all day bruv,,content_availability_inquiry,classifier_fallback,medium,easy,False,,"Question about whether specific content (a show, movie, season, or book) is available, in what region, or when it will be released -- a Prime Video / Kindle catalog question, not a technical bug report.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@788239 Hi, I'm sorry to hear that your delivery hasn't arrived with you. Can I ask what courier is delivering your parcel? ^KI"
golden_068,AmazonHelp_128047,@AmazonHelp I have not received my refund ..,,general_other,manual_primary_labeler_review,medium,easy,True,High-risk intent (general_other),"Does not clearly fit another category -- includes promotional/ off-topic mentions, ambiguous one-line messages, multi-topic messages, and messages that need more context than the root message alone provides. This is the deliberate ""I'm not sure"" bucket rather than forcing a low-confidence fit into another intent; it should route toward escalation/abstention, not toward a guessed intent.",[corrected to 'general_other' during manual primary-labeler review],"@144768 I understand your concern regarding the refund. Kindly revert to the correspondence which you have received from us and we will assist you further. Please don't provide your order details, we "
golden_069,AmazonHelp_2958614,Really wish @115821 would deliver my packages on time. STILL 2 days late on nearly every purchase. Why do I even have Prime? Waste of money.,,cancellation_or_refund_request,classifier_fallback,"medium,ambiguous,high_risk",hard,True,High-risk intent (cancellation_or_refund_request),"Customer explicitly wants to cancel an order, or is requesting or following up on a refund (including refund amount/timeline disputes). Financial-action intent.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@438662 Oh no!  I'm so sorry to hear this!  Are your orders arriving consistently late with one carrier in particular, or does it not seem to matter who the carrier is?  You can see the carrier for yo"
golden_070,AmazonHelp_2952302,And there's literally no option for me to report that my package wasn't delivered as claimed @115821,,content_availability_inquiry,classifier_fallback,medium,easy,False,,"Question about whether specific content (a show, movie, season, or book) is available, in what region, or when it will be released -- a Prime Video / Kindle catalog question, not a technical bug report.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],@815191 Oh no! Sorry to hear this! Have you followed the steps shown here: https://t.co/2eIheWEsFq to try to find your missing package? ^AD
golden_071,AmazonHelp_2959970,@115830 (2/2) I’ve contacted the seller and was told to wait 2 days for a response. if I’m paying for prime then I shouldn’t have to wait for my delivery when I was given a specific date for delivery that it has not been met??? ignore the monkey. Hiding the birthday gift,,prime_membership_issue,classifier_fallback,"medium,noisy",medium,False,,"Question or complaint specifically about Prime membership itself -- signup, billing, benefits, or Prime's delivery-speed promise as a membership-value issue (distinct from a one-off delivery_delay).",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@816936 Sorry about that! Our couriers do deliver until 21:00. If it doesn't show up, please let us know! ^MT"
golden_072,AmazonHelp_2945489,"So not only had @115821 taken $100 unauthorized from me without consent or reason, they admit their fault in email and NO ONE is helping to refund it even though they said they would.  Liars.",,app_or_device_technical_issue,classifier_fallback,medium,easy,False,,"Technical bug or malfunction in an Amazon app, Kindle, Alexa/Echo, or Fire TV -- not an order/delivery issue at all.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],@807850 We'd like to help! What was the description of the charge? ^KJ
golden_073,AmazonHelp_2906628,"every time @115821 delivers a package there’s a problem. just use @115817 or @81, y’all suck",,general_other,manual_primary_labeler_review,medium,easy,True,High-risk intent (general_other),"Does not clearly fit another category -- includes promotional/ off-topic mentions, ambiguous one-line messages, multi-topic messages, and messages that need more context than the root message alone provides. This is the deliberate ""I'm not sure"" bucket rather than forcing a low-confidence fit into another intent; it should route toward escalation/abstention, not toward a guessed intent.",[corrected to 'general_other' during manual primary-labeler review],@804863 Have you had a chance to review your delivery preferences/options for when you aren't home? You can review these here: https://t.co/eMbfcRpEzp ^WM
golden_074,AmazonHelp_467389,"@AmazonHelp seller id: __email__
Order#4__credit_card__ returned by buyer 17 days ago yet not received. As per your Modi style commitment refund the amount.
PS You ain't Modi! Tumse na ho payega let it be!😂 https://t.co/AeF5VqZaUZ",,app_or_device_technical_issue,classifier_fallback,medium,easy,False,,"Technical bug or malfunction in an Amazon app, Kindle, Alexa/Echo, or Fire TV -- not an order/delivery issue at all.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@226258 I understand your concern regarding the refund. However, as mentioned earlier, we've not received your details yet. Please share them here: https://t.co/beaaDm0muc we'll reach out to you soon."
golden_075,AmazonHelp_2151915,"@AmazonHelp I ordered something from the marketplace and the seller has disappeared with my money, isn’t accepting contact through the form and I never got the item. Help?",,general_other,classifier_fallback,"medium,ood,high_risk",hard,True,High-risk intent (general_other),"Does not clearly fit another category -- includes promotional/ off-topic mentions, ambiguous one-line messages, multi-topic messages, and messages that need more context than the root message alone provides. This is the deliberate ""I'm not sure"" bucket rather than forcing a low-confidence fit into another intent; it should route toward escalation/abstention, not toward a guessed intent.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],@632365 We'll always be here to help when you need us! ^JE
golden_076,AmazonHelp_1124975,"Not happy with @115830 @AmazonHelp atm! When you are a prime member your stuff should be delivered in one day not in 4 days! then call to talk to them and face a load of people laughing, shouting and swearing in the background. Totally unprofessional - waste of £79 per year!",,delivery_delay,classifier_fallback,"common,ambiguous,multi_intent,noisy",hard,True,Ambiguous intent (classifier margin < 0.15),"Order or package has not arrived by the promised, guaranteed, or expected delivery date. Customer is reporting lateness, not a fully missing/lost package.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@385268 You can provide feedback about your customer service experience in the e-mail you received at the end of the call. As for your order, did you click on 'all updates' that I see in one of your s"
golden_077,AmazonHelp_2928365,"Brother @115850 I put a return request on a order like three weeks back. You don't seem to care about it, BUT I WANT MY FUCKING MONEY BACK.",,cancellation_or_refund_request,classifier_fallback,"common,ambiguous,noisy",hard,True,High-risk intent (cancellation_or_refund_request),"Customer explicitly wants to cancel an order, or is requesting or following up on a refund (including refund amount/timeline disputes). Financial-action intent.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],@810137 I'm sorry for the delay in picking up your product. Kindly fill in your details here: https://t.co/beaaDm0muc and we'll reach out to you with an update. ^AU
golden_078,AmazonHelp_2813513,"Amazon said they’d have my package here by 8 today, and I’ve been sitting here staring at my porch camera waiting for the UPS truck",,customer_service_complaint,manual_primary_labeler_review,"common,ambiguous",hard,True,High-risk intent (customer_service_complaint),"General dissatisfaction or venting about support quality itself (""worst customer service"", ""pathetic"") without a distinct, actionable request beyond ""fix this."" High escalation risk because there is often no single retrievable resolution -- the underlying issue is usually one of the other intents, expressed as a complaint about *how* it was (mis)handled.",[corrected to 'customer_service_complaint' during manual primary-labeler review],"@784467 I'm sorry we missed you today! If you'd like us to submit carrier feedback on your behalf and review our available options, please reach out to us by chat or phone here: https://t.co/hApLpMlfH"
golden_079,AmazonHelp_765833,@115850 I order the item on 18 nov but till now I didn’t receive worst delivery service you are provide and your courier don’t even pick the call worst experience,,cancellation_or_refund_request,manual_primary_labeler_review,"medium,ambiguous,ood,high_risk",hard,True,High-risk intent (cancellation_or_refund_request),"Customer explicitly wants to cancel an order, or is requesting or following up on a refund (including refund amount/timeline disputes). Financial-action intent.",[corrected to 'cancellation_or_refund_request' during manual primary-labeler review],"@303027 Sorry to know your order is yet to be delivered, we certainly didn't expect this to happen. Please connect with our support team here: https://t.co/TdDksLo6Mf. We'll look into it. ^PS"
golden_080,AmazonHelp_1616459,@118919 hey guys I had ordered for a refund for this product.. But no one has showed up for the past 2 days.. &amp; initiation of money is being highlighted.. How? https://t.co/w6lvLaKoU0,,general_other,manual_primary_labeler_review,"medium,ambiguous",hard,True,High-risk intent (general_other),"Does not clearly fit another category -- includes promotional/ off-topic mentions, ambiguous one-line messages, multi-topic messages, and messages that need more context than the root message alone provides. This is the deliberate ""I'm not sure"" bucket rather than forcing a low-confidence fit into another intent; it should route toward escalation/abstention, not toward a guessed intent.",[corrected to 'general_other' during manual primary-labeler review],@139239 I'm positive the query will be resolved soon. Do keep us posted for further help. Appreciate your patience. ^AK
golden_081,AmazonHelp_2872502,@AmazonHelp  I used to be happy signed up for Prime but the past few deliveries I have had. I haven’t felt like a Prime member.   Maybe I should switch back probably get better customer service and service.,,delivery_delay,classifier_fallback,"common,ambiguous,multi_intent",hard,True,Ambiguous intent (classifier margin < 0.15),"Order or package has not arrived by the promised, guaranteed, or expected delivery date. Customer is reporting lateness, not a fully missing/lost package.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],@201475 Thank you for the information. Is there an updated delivery date for that order here: https://t.co/Y5jpI9gRhE? ^DG
golden_082,AmazonHelp_2868360,"@115821 Your customer service is atrocious! 2nd order in the last 90 days that shows ""delivered"" but yet I have no merchandise. Spoke to 7 different reps with 7 different versions as to why! Now it's delayed until Dec 4th? https://t.co/JkPs9c6j0L",,delivery_delay,manual_primary_labeler_review,"common,ambiguous,noisy",hard,True,Ambiguous intent (classifier margin < 0.15),"Order or package has not arrived by the promised, guaranteed, or expected delivery date. Customer is reporting lateness, not a fully missing/lost package.",[corrected to 'delivery_delay' during manual primary-labeler review],"@796584 Thank you for this information. If you haven't received your items by the 29th, or the 4th, please let us know: https://t.co/hApLpMlfHN ^LR"
golden_083,AmazonHelp_458959,@115821 @UPSHelp and this is why #surepost is a waste of time and money. Package has been in the destination city since yesterday! #uspssucks @118706 #dumbpost #unsurepost oh and yes a #ups truck drove by the destination today. https://t.co/8P7spoZW2C,,return_or_replacement_request,manual_primary_labeler_review,"medium,ambiguous",hard,True,Ambiguous intent (classifier margin < 0.15),"Customer received a wrong, damaged, defective, or counterfeit product and wants a return, replacement, or exchange (as opposed to simply wanting money back, though these can overlap).",[corrected to 'return_or_replacement_request' during manual primary-labeler review],@223997 I'm sorry for the delay with your order! Please get in touch with us here: https://t.co/hApLpMlfHN for available options if the tracking information hasn't updated by morning. ^EZ
golden_084,AmazonHelp_2832875,"@AmazonHelp I want to exchange a faulty item, but I can only seem to be able return it, and it's now gone up in price",,return_or_replacement_request,manual_primary_labeler_review,"common,ambiguous,ood",hard,True,Out-of-distribution / low retrieval confidence,"Customer received a wrong, damaged, defective, or counterfeit product and wants a return, replacement, or exchange (as opposed to simply wanting money back, though these can overlap).",[corrected to 'return_or_replacement_request' during manual primary-labeler review],"@788664 Terribly sorry about your defective item, Jules! Let's see what options are available in real time with you here: https://t.co/JzP7hlA23B ^JZ"
golden_085,AmazonHelp_601306,@AmazonHelp Amazon delivered my package to the wrong address.  They replaced the item but now want me to send back the original that I never got.  What do I do?,,content_availability_inquiry,classifier_fallback,"medium,ambiguous,high_risk",hard,True,Ambiguous intent (classifier margin < 0.15),"Question about whether specific content (a show, movie, season, or book) is available, in what region, or when it will be released -- a Prime Video / Kindle catalog question, not a technical bug report.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],@262648 You're welcome! Let us know if there's anything else we can do to help! ^CS
golden_086,AmazonHelp_2987255,"@115850 OD-171-2957972-5490713 This item is not Fitting to my laptop. After discussing with CSR over phone that return will be done will receive refund,booked new product, CSR tells only replacement What is going on? Please create return pick up and refund. Verify my call det",,return_or_replacement_request,manual_primary_labeler_review,"common,ambiguous,multi_intent,ood",hard,True,Out-of-distribution / low retrieval confidence,"Customer received a wrong, damaged, defective, or counterfeit product and wants a return, replacement, or exchange (as opposed to simply wanting money back, though these can overlap).",[corrected to 'return_or_replacement_request' during manual primary-labeler review],@823673 Please don’t provide your order details as we consider them to be personal information. Our page is visible to the public. 2/2^SC
golden_087,AmazonHelp_83524,Furious with @115830 carrier: package containing 3 orders claims to have been delivered but I don't have it &amp; I have checked everywhere and checked with my neighbours. I want to find it as weather is not good.,,payment_or_billing_issue,manual_primary_labeler_review,"medium,ambiguous",hard,True,High-risk intent (payment_or_billing_issue),"Problem with a charge, payment method, or Amazon Pay balance -- being charged multiple times, payment declined, incorrect amount charged. Financial-action intent, account-specific verification usually required.",[corrected to 'payment_or_billing_issue' during manual primary-labeler review],"@134351 It's never our intention to cause any frustration, as we strive to get your orders to you by the date given. However, unforeseen circumstances can cause delays. Most deliveries can arrive the "
golden_088,AmazonHelp_558472,"@AmazonHelp, I paid extra to have a package delivered yesterday. Mail has already come today and it's still not here (which should have been here today even without paying extra since I have prime). How do I get back my money I paid for early delivery that never happened?",,content_availability_inquiry,classifier_fallback,"medium,ambiguous,multi_intent",hard,True,Ambiguous intent (classifier margin < 0.15),"Question about whether specific content (a show, movie, season, or book) is available, in what region, or when it will be released -- a Prime Video / Kindle catalog question, not a technical bug report.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@250471 Oh no, Roy!  I am so sorry that this happened!  Please reach out to us here https://t.co/hApLpMlfHN so we can pull up your account and assist you.  Thank you! ^WB"
golden_089,AmazonHelp_64175,@AmazonHelp  i ordered bluetooth speaker worth 1799/-INR and got a prime membership of worth 459/-INR  i cancelled both bluetooth speaker and prime  membership.So they initiated my refund but unfortunately i haven't  received it yet.I also call to help center but prblm remainsame https://t.co/GEAsFcCmnG,,prime_membership_issue,keyword_rule(2_hits),"common,ambiguous,multi_intent,noisy",hard,True,Ambiguous intent (classifier margin < 0.15),"Question or complaint specifically about Prime membership itself -- signup, billing, benefits, or Prime's delivery-speed promise as a membership-value issue (distinct from a one-off delivery_delay).",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@130732 I understand your concern regarding the refund which is due as of now. Please share your details here https://t.co/GIJyeYqKE0, we would assist you accordingly.  ^MD"
golden_090,AmazonHelp_2862031,"Dear @118706 @123967 @115821 - could someone please explain to me why my package didn’t get delivered twice.  I live in a 24-7 doorman building / Hotel.  Packages are delivered all day.  I’ve never had an issue until today.  And now, I have to trek to the post office.   Why????",,general_other,manual_primary_labeler_review,"common,ambiguous,noisy,high_risk",hard,True,High-risk intent (general_other),"Does not clearly fit another category -- includes promotional/ off-topic mentions, ambiguous one-line messages, multi-topic messages, and messages that need more context than the root message alone provides. This is the deliberate ""I'm not sure"" bucket rather than forcing a low-confidence fit into another intent; it should route toward escalation/abstention, not toward a guessed intent.",[corrected to 'general_other' during manual primary-labeler review],"@795069 We're happy to assist you. Please reach us directly using ^AM's link, above. ^JR"
golden_091,AmazonHelp_1384143,"??? amazon declined my bank account even after phone call

i pay all orders and i have enough on it to pay for what i just ordered

they literally got paid 3 times in the last 2 days from that account

AMAZON PLS",,payment_or_billing_issue,classifier_fallback,"rare,ambiguous,noisy,high_risk",hard,True,High-risk intent (payment_or_billing_issue),"Problem with a charge, payment method, or Amazon Pay balance -- being charged multiple times, payment declined, incorrect amount charged. Financial-action intent, account-specific verification usually required.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],@442114 Several marketplaces are using this account - so we wanted to make sure to get connected to the right team! 👍 The customer service is unable to change a declined payment method. We will make s
golden_092,AmazonHelp_549435,@115850 Reported a fraudulent seller ( Shipping cheaper models than mentioned in listing ). Requested RTO / Refund once found out. Vineet told me that my order will be RTO and no delivery would be attempted. Suddenly the app shows delivery would be done by Tue. @115851,,delivery_delay,classifier_fallback,"medium,ambiguous,multi_intent",hard,True,Ambiguous intent (classifier margin < 0.15),"Order or package has not arrived by the promised, guaranteed, or expected delivery date. Customer is reporting lateness, not a fully missing/lost package.",[corrected to 'delivery_delay' during manual primary-labeler review],"@247938 I understand your disappointment, Ashish. I'd like to inform you that all reviews on our website are published as long as they abide to the guidelines here: https://t.co/NL0u2rPBfv. Please go "
golden_093,AmazonHelp_495953,I'm no longer an @115821 customer. I placed two orders with them in the past month that never made it to my door (I was home during delivery times too) and I was a prime customer. Really disappointing.,,delivery_not_received,classifier_fallback,"common,ambiguous,ood",hard,True,Out-of-distribution / low retrieval confidence,"Tracking/carrier shows the package as delivered (or a delivery attempt was made), but the customer says they did not actually receive it -- distinct from delivery_delay because there is no further ""in transit"" status to check; this typically requires an investigation/claim rather than just waiting.",[label confirmed during manual primary-labeler review; row reconstructed 2026-09-14 after accidental build overwrite -- see scripts/restore_golden_csv_from_review.py],"@233294 You can contact us by phone, chat, or e-mail here: https://t.co/hApLpMlfHN I hope this helps! ^ZW"
